"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Min. Source Flag","Air Temp. Min. Record Completeness (%)","Air Temp. Max. (°C)","Air Temp. Max. Source Flag","Air Temp. Max. Record Completeness (%)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Humidity Avg. (%)","Humidity Avg. Source Flag","Humidity Avg. Record Completeness (%)","Precip. Accumulated (mm)","Precip. Accumulated Source Flag","Precip. Accumulated Comment","Precip. (mm)","Precip. Source Flag","Precip. Comment","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)","Precip. Long Term (mm)","Precip. Long Term Source Flag","Air Temp. Avg. Long Term (°C)","Air Temp. Avg. Long Term Source Flag","Air Temp. Avg. Long Term Record Completeness (%)","Air Temp. Avg. Min. Long Term (°C)","Air Temp. Avg. Min. Long Term Source Flag","Air Temp. Avg. Min. Long Term Record Completeness (%)","Air Temp. Avg. Max. Long Term (°C)","Air Temp. Avg. Max. Long Term Source Flag","Air Temp. Avg. Max. Long Term Record Completeness (%)","Growing Degree Days Long Term (base 5°C) (GDD)","Growing Degree Days Long Term (base 5°C) Source Flag","Frost Probability 0°C (%)","Frost Probability 0°C Source Flag","Frost Probability 0°C Record Completeness (%)","ET. Std-Grass (mm)","ET. Std-Grass Source Flag","ET. Std-Grass Comment","Growing Degree Days (base 5°C) (GDD)","Growing Degree Days (base 5°C) Source Flag"
"Fincastle IMCIN","28-September-2018","3.2","ACTUAL","100.0","9.1","ACTUAL","100.0","5.7","AGGREGATED","100.0","81.3","AGGREGATED","100.0","94.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","6.0","AGGREGATED","100.0","180.1","COMPUTED","11.0","COMPUTED","","3.5","COMPUTED","","18.5","COMPUTED","","1,374.5","COMPUTED","72.9","COMPUTED","","0.8","COMPUTED","solar-ACT, 2m wind, Avg.","1,390.8","COMPUTED"
"Fincastle IMCIN","29-September-2018","-1.9","ACTUAL","100.0","6.5","ACTUAL","100.0","3.6","AGGREGATED","100.0","73.5","AGGREGATED","100.0","94.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","15.3","AGGREGATED","100.0","180.9","COMPUTED","11.3","COMPUTED","","3.4","COMPUTED","","19.1","COMPUTED","","1,381.2","COMPUTED","76.3","COMPUTED","","1.3","COMPUTED","solar-ACT, 2m wind, Avg.","1,390.8","COMPUTED"
"Fincastle IMCIN","30-September-2018","-2.8","ACTUAL","100.0","0.9","ACTUAL","100.0","-1.0","AGGREGATED","100.0","86.5","AGGREGATED","100.0","95.9","AGGREGATED","using element [Precip. Weighing]","1.6","AGGREGATED","using element [Precip. Weighing]","12.2","AGGREGATED","100.0","181.6","COMPUTED","10.6","COMPUTED","","3.5","COMPUTED","","17.7","COMPUTED","","1,387.3","COMPUTED","81.4","COMPUTED","","0.4","COMPUTED","solar-ACT, 2m wind, Avg.","1,390.8","COMPUTED"
"Fincastle IMCIN","01-October-2018","-0.3","ACTUAL","100.0","6.9","ACTUAL","100.0","3.0","AGGREGATED","100.0","85.5","AGGREGATED","100.0","95.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","12.0","AGGREGATED","100.0","181.8","COMPUTED","9.9","COMPUTED","","2.7","COMPUTED","","17.2","COMPUTED","","1,392.7","COMPUTED","83.1","COMPUTED","","1.0","COMPUTED","solar-ACT, 2m wind, Avg.","1,390.8","COMPUTED"
"Fincastle IMCIN","02-October-2018","-1.7","ACTUAL","100.0","2.2","ACTUAL","100.0","0.3","AGGREGATED","100.0","94.3","AGGREGATED","100.0","100.7","AGGREGATED","using element [Precip. Weighing]","4.8","AGGREGATED","using element [Precip. Weighing]","13.3","AGGREGATED","100.0","183.0","COMPUTED","9.3","COMPUTED","","2.2","COMPUTED","","16.3","COMPUTED","","1,397.5","COMPUTED","83.1","COMPUTED","","0.3","COMPUTED","solar-ACT, 2m wind, Avg.","1,390.8","COMPUTED"
"Fincastle IMCIN","03-October-2018","-3.6","ACTUAL","100.0","4.9","ACTUAL","100.0","-0.3","AGGREGATED","100.0","87.1","AGGREGATED","100.0","102.4","AGGREGATED","using element [Precip. Weighing]","1.7","AGGREGATED","using element [Precip. Weighing]","10.6","AGGREGATED","100.0","183.8","COMPUTED","8.7","COMPUTED","","1.7","COMPUTED","","15.7","COMPUTED","","1,401.8","COMPUTED","84.7","COMPUTED","","1.0","COMPUTED","solar-ACT, 2m wind, Avg.","1,390.8","COMPUTED"
"Fincastle IMCIN","04-October-2018","-2.0","ACTUAL","100.0","5.9","ACTUAL","100.0","1.4","AGGREGATED","100.0","83.6","AGGREGATED","100.0","102.4","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","8.4","AGGREGATED","100.0","184.2","COMPUTED","8.5","COMPUTED","","1.7","COMPUTED","","15.2","COMPUTED","","1,405.8","COMPUTED","86.4","COMPUTED","","1.0","COMPUTED","solar-ACT, 2m wind, Avg.","1,390.8","COMPUTED"
"Fincastle IMCIN","05-October-2018","-4.2","ACTUAL","100.0","13.4","ACTUAL","100.0","4.2","AGGREGATED","100.0","71.8","AGGREGATED","100.0","102.4","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.9","AGGREGATED","100.0","184.4","COMPUTED","8.3","COMPUTED","","1.2","COMPUTED","","15.4","COMPUTED","","1,409.8","COMPUTED","91.5","COMPUTED","","1.8","COMPUTED","solar-ACT, 2m wind, Avg.","1,390.8","COMPUTED"
"Fincastle IMCIN","06-October-2018","-2.5","ACTUAL","100.0","13.9","ACTUAL","100.0","4.3","AGGREGATED","100.0","75.4","AGGREGATED","100.0","102.4","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","6.3","AGGREGATED","100.0","185.9","COMPUTED","9.3","COMPUTED","","1.5","COMPUTED","","17.2","COMPUTED","","1,414.5","COMPUTED","93.2","COMPUTED","","1.5","COMPUTED","solar-ACT, 2m wind, Avg.","1,391.6","COMPUTED"
"Fincastle IMCIN","07-October-2018","-2.6","ACTUAL","100.0","14.6","ACTUAL","100.0","5.0","AGGREGATED","100.0","70.7","AGGREGATED","100.0","102.4","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.8","AGGREGATED","100.0","186.6","COMPUTED","9.1","COMPUTED","","2.1","COMPUTED","","16.1","COMPUTED","","1,419.3","COMPUTED","93.2","COMPUTED","","1.7","COMPUTED","solar-ACT, 2m wind, Avg.","1,392.6","COMPUTED"
"Fincastle IMCIN","08-October-2018","-3.4","ACTUAL","100.0","6.1","ACTUAL","100.0","-0.2","AGGREGATED","100.0","97.5","AGGREGATED","100.0","103.0","AGGREGATED","using element [Precip. Weighing]","0.6","AGGREGATED","using element [Precip. Weighing]","12.0","AGGREGATED","100.0","187.3","COMPUTED","8.8","COMPUTED","","1.6","COMPUTED","","16.0","COMPUTED","","1,423.7","COMPUTED","93.2","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,392.6","COMPUTED"
"Fincastle IMCIN","09-October-2018","-2.8","ACTUAL","100.0","0.3","ACTUAL","100.0","-1.3","AGGREGATED","100.0","98.4","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","2.9","AGGREGATED","using element [Precip. Weighing]","16.5","AGGREGATED","100.0","187.7","COMPUTED","8.2","COMPUTED","","0.9","COMPUTED","","15.6","COMPUTED","","1,427.8","COMPUTED","96.6","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,392.6","COMPUTED"
"Fincastle IMCIN","10-October-2018","-0.8","ACTUAL","100.0","3.4","ACTUAL","100.0","0.8","AGGREGATED","100.0","89.2","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.2","AGGREGATED","100.0","188.3","COMPUTED","7.9","COMPUTED","","1.0","COMPUTED","","14.8","COMPUTED","","1,431.7","COMPUTED","96.6","COMPUTED","","0.4","COMPUTED","solar-ACT, 2m wind, Avg.","1,392.6","COMPUTED"
"Fincastle IMCIN","11-October-2018","-0.5","ACTUAL","100.0","7.8","ACTUAL","100.0","2.4","AGGREGATED","100.0","84.0","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","12.1","AGGREGATED","100.0","189.1","COMPUTED","6.8","COMPUTED","","0.7","COMPUTED","","13.0","COMPUTED","","1,434.8","COMPUTED","96.6","COMPUTED","","1.0","COMPUTED","solar-ACT, 2m wind, Avg.","1,392.6","COMPUTED"
"Fincastle IMCIN","12-October-2018","-0.4","ACTUAL","100.0","16.5","ACTUAL","100.0","8.1","AGGREGATED","100.0","62.0","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","28.1","AGGREGATED","100.0","189.9","COMPUTED","7.6","COMPUTED","","0.7","COMPUTED","","14.5","COMPUTED","","1,438.2","COMPUTED","96.6","COMPUTED","","3.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,395.6","COMPUTED"
"Fincastle IMCIN","13-October-2018","-2.0","ACTUAL","100.0","1.5","ACTUAL","100.0","-0.3","AGGREGATED","100.0","68.8","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","16.9","AGGREGATED","100.0","190.4","COMPUTED","7.5","COMPUTED","","0.7","COMPUTED","","14.3","COMPUTED","","1,441.5","COMPUTED","98.3","COMPUTED","","0.8","COMPUTED","solar-ACT, 2m wind, Avg.","1,395.6","COMPUTED"
"Fincastle IMCIN","14-October-2018","-4.7","ACTUAL","100.0","12.2","ACTUAL","100.0","3.8","AGGREGATED","100.0","61.9","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","12.2","AGGREGATED","100.0","191.1","COMPUTED","7.3","COMPUTED","","0.4","COMPUTED","","14.2","COMPUTED","","1,444.5","COMPUTED","98.3","COMPUTED","","1.8","COMPUTED","solar-ACT, 2m wind, Avg.","1,395.6","COMPUTED"
"Fincastle IMCIN","15-October-2018","6.4","ACTUAL","100.0","20.0","ACTUAL","100.0","11.7","AGGREGATED","100.0","44.2","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","16.6","AGGREGATED","100.0","191.5","COMPUTED","7.0","COMPUTED","","0.4","COMPUTED","","13.6","COMPUTED","","1,447.5","COMPUTED","98.3","COMPUTED","","3.2","COMPUTED","solar-ACT, 2m wind, Avg.","1,403.8","COMPUTED"
"Fincastle IMCIN","16-October-2018","1.5","ACTUAL","100.0","20.1","ACTUAL","100.0","10.3","AGGREGATED","100.0","53.6","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","11.3","AGGREGATED","100.0","192.2","COMPUTED","7.3","COMPUTED","","0.4","COMPUTED","","14.2","COMPUTED","","1,450.8","COMPUTED","98.3","COMPUTED","","2.5","COMPUTED","solar-ACT, 2m wind, Avg.","1,409.6","COMPUTED"
"Fincastle IMCIN","17-October-2018","-0.9","ACTUAL","100.0","24.3","ACTUAL","100.0","10.5","AGGREGATED","100.0","50.0","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","11.9","AGGREGATED","100.0","192.8","COMPUTED","6.8","COMPUTED","","-0.4","COMPUTED","","14.0","COMPUTED","","1,453.8","COMPUTED","98.3","COMPUTED","","3.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,416.3","COMPUTED"
"Fincastle IMCIN","18-October-2018","1.9","ACTUAL","100.0","19.4","ACTUAL","100.0","10.2","AGGREGATED","100.0","44.3","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","10.4","AGGREGATED","100.0","193.2","COMPUTED","6.9","COMPUTED","","-0.4","COMPUTED","","14.2","COMPUTED","","1,456.5","COMPUTED","98.3","COMPUTED","","2.3","COMPUTED","solar-ACT, 2m wind, Avg.","1,422.0","COMPUTED"
"Fincastle IMCIN","19-October-2018","-1.8","ACTUAL","100.0","16.7","ACTUAL","100.0","6.1","AGGREGATED","100.0","63.2","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.5","AGGREGATED","100.0","193.8","COMPUTED","7.6","COMPUTED","","0.3","COMPUTED","","14.9","COMPUTED","","1,459.9","COMPUTED","100.0","COMPUTED","","1.6","COMPUTED","solar-ACT, 2m wind, Avg.","1,424.5","COMPUTED"
"Fincastle IMCIN","20-October-2018","0.3","ACTUAL","100.0","24.3","ACTUAL","100.0","10.7","AGGREGATED","100.0","50.6","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","17.1","AGGREGATED","100.0","194.2","COMPUTED","7.2","COMPUTED","","0.4","COMPUTED","","14.1","COMPUTED","","1,463.0","COMPUTED","100.0","COMPUTED","","3.8","COMPUTED","solar-ACT, 2m wind, Avg.","1,431.7","COMPUTED"
"Fincastle IMCIN","21-October-2018","-2.6","ACTUAL","100.0","14.3","ACTUAL","100.0","4.6","AGGREGATED","100.0","67.0","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.0","AGGREGATED","100.0","194.7","COMPUTED","6.5","COMPUTED","","-0.1","COMPUTED","","13.0","COMPUTED","","1,465.6","COMPUTED","100.0","COMPUTED","","1.2","COMPUTED","solar-ACT, 2m wind, Avg.","1,432.6","COMPUTED"
"Fincastle IMCIN","22-October-2018","-6.9","ACTUAL","100.0","16.8","ACTUAL","100.0","4.1","AGGREGATED","100.0","63.4","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","13.3","AGGREGATED","100.0","194.9","COMPUTED","6.4","COMPUTED","","-0.6","COMPUTED","","13.5","COMPUTED","","1,468.3","COMPUTED","100.0","COMPUTED","","2.2","COMPUTED","solar-ACT, 2m wind, Avg.","1,432.6","COMPUTED"
"Fincastle IMCIN","23-October-2018","-1.8","ACTUAL","100.0","19.9","ACTUAL","100.0","7.7","AGGREGATED","100.0","58.0","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","18.2","AGGREGATED","100.0","195.5","COMPUTED","6.3","COMPUTED","","-0.6","COMPUTED","","13.1","COMPUTED","","1,470.9","COMPUTED","100.0","COMPUTED","","2.9","COMPUTED","solar-ACT, 2m wind, Avg.","1,436.7","COMPUTED"
"Fincastle IMCIN","24-October-2018","-0.1","ACTUAL","100.0","19.6","ACTUAL","100.0","10.9","AGGREGATED","100.0","50.9","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","21.5","AGGREGATED","100.0","195.8","COMPUTED","6.0","COMPUTED","","-0.9","COMPUTED","","12.8","COMPUTED","","1,473.4","COMPUTED","100.0","COMPUTED","","3.2","COMPUTED","solar-ACT, 2m wind, Avg.","1,441.5","COMPUTED"
"Fincastle IMCIN","25-October-2018","5.1","ACTUAL","100.0","17.6","ACTUAL","100.0","10.7","AGGREGATED","100.0","47.6","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","21.9","AGGREGATED","100.0","196.0","COMPUTED","6.2","COMPUTED","","-0.9","COMPUTED","","13.3","COMPUTED","","1,475.8","COMPUTED","100.0","COMPUTED","","3.0","COMPUTED","solar-ACT, 2m wind, Avg.","1,447.8","COMPUTED"
"Fincastle IMCIN","26-October-2018","3.2","ACTUAL","100.0","18.6","ACTUAL","100.0","10.9","AGGREGATED","100.0","56.5","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","16.8","AGGREGATED","100.0","197.4","COMPUTED","5.1","COMPUTED","","-1.0","COMPUTED","","11.2","COMPUTED","","1,477.9","COMPUTED","100.0","COMPUTED","","2.4","COMPUTED","solar-ACT, 2m wind, Avg.","1,453.7","COMPUTED"
"Fincastle IMCIN","27-October-2018","-1.4","ACTUAL","100.0","16.0","ACTUAL","100.0","7.9","AGGREGATED","100.0","53.8","AGGREGATED","100.0","105.9","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","18.2","AGGREGATED","100.0","197.7","COMPUTED","4.2","COMPUTED","","-2.2","COMPUTED","","10.5","COMPUTED","","1,479.6","COMPUTED","100.0","COMPUTED","","2.7","COMPUTED","solar-ACT, 2m wind, Avg.","1,456.0","COMPUTED"
"Fincastle IMCIN","28-October-2018","-2.2","ACTUAL","100.0","18.5","ACTUAL","100.0","6.1","AGGREGATED","100.0","63.4","AGGREGATED","100.0","106.3","AGGREGATED","using element [Precip. Weighing]","0.4","AGGREGATED","using element [Precip. Weighing]","17.6","AGGREGATED","100.0","198.5","COMPUTED","3.9","COMPUTED","","-2.6","COMPUTED","","10.4","COMPUTED","","1,481.4","COMPUTED","100.0","COMPUTED","","2.5","COMPUTED","solar-ACT, 2m wind, Avg.","1,459.2","COMPUTED"
"Fincastle IMCIN","29-October-2018","-0.3","ACTUAL","100.0","12.8","ACTUAL","100.0","5.3","AGGREGATED","100.0","61.4","AGGREGATED","100.0","106.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","12.1","AGGREGATED","100.0","199.0","COMPUTED","3.3","COMPUTED","","-3.0","COMPUTED","","9.6","COMPUTED","","1,483.1","COMPUTED","100.0","COMPUTED","","1.5","COMPUTED","solar-ACT, 2m wind, Avg.","1,460.5","COMPUTED"
"Fincastle IMCIN","30-October-2018","-4.0","ACTUAL","100.0","13.8","ACTUAL","100.0","4.9","AGGREGATED","100.0","58.1","AGGREGATED","100.0","106.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","13.5","AGGREGATED","100.0","199.3","COMPUTED","3.2","COMPUTED","","-3.6","COMPUTED","","10.1","COMPUTED","","1,484.4","COMPUTED","100.0","COMPUTED","","1.8","COMPUTED","solar-ACT, 2m wind, Avg.","1,460.5","COMPUTED"
"Fincastle IMCIN","31-October-2018","0.2","ACTUAL","100.0","12.4","ACTUAL","100.0","5.6","AGGREGATED","100.0","55.8","AGGREGATED","100.0","106.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","17.7","AGGREGATED","100.0","199.9","COMPUTED","3.1","COMPUTED","","-2.8","COMPUTED","","9.0","COMPUTED","","1,485.8","COMPUTED","100.0","COMPUTED","","1.9","COMPUTED","solar-ACT, 2m wind, Avg.","1,461.8","COMPUTED"
"Fincastle IMCIN","01-November-2018","1.9","ACTUAL","100.0","6.9","ACTUAL","100.0","4.4","AGGREGATED","100.0","66.6","AGGREGATED","100.0","106.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","16.3","AGGREGATED","100.0","200.2","COMPUTED","2.8","COMPUTED","","-3.0","COMPUTED","","8.6","COMPUTED","","1,487.0","COMPUTED","100.0","COMPUTED","","0.9","COMPUTED","solar-ACT, 2m wind, Avg.","1,461.8","COMPUTED"
"Fincastle IMCIN","02-November-2018","1.3","ACTUAL","100.0","12.1","ACTUAL","100.0","3.7","AGGREGATED","100.0","86.3","AGGREGATED","100.0","107.4","AGGREGATED","using element [Precip. Weighing]","1.1","AGGREGATED","using element [Precip. Weighing]","26.0","AGGREGATED","100.0","200.8","COMPUTED","2.5","COMPUTED","","-3.4","COMPUTED","","8.5","COMPUTED","","1,488.3","COMPUTED","100.0","COMPUTED","","0.7","COMPUTED","solar-ACT, 2m wind, Avg.","1,463.5","COMPUTED"
"Fincastle IMCIN","03-November-2018","-2.3","ACTUAL","100.0","13.5","ACTUAL","100.0","4.6","AGGREGATED","100.0","72.2","AGGREGATED","100.0","107.4","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","13.5","AGGREGATED","100.0","201.2","COMPUTED","2.8","COMPUTED","","-3.6","COMPUTED","","9.1","COMPUTED","","1,489.5","COMPUTED","100.0","COMPUTED","","1.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,464.1","COMPUTED"
"Fincastle IMCIN","04-November-2018","0.3","ACTUAL","100.0","14.1","ACTUAL","100.0","8.2","AGGREGATED","100.0","62.2","AGGREGATED","100.0","113.2","AGGREGATED","using element [Precip. Weighing]","5.8","AGGREGATED","using element [Precip. Weighing]","26.2","AGGREGATED","100.0","202.2","COMPUTED","2.7","COMPUTED","","-3.6","COMPUTED","","8.9","COMPUTED","","1,490.9","COMPUTED","100.0","COMPUTED","","2.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,466.3","COMPUTED"
"Fincastle IMCIN","05-November-2018","-7.0","ACTUAL","100.0","0.8","ACTUAL","100.0","-3.1","AGGREGATED","100.0","79.6","AGGREGATED","100.0","113.6","AGGREGATED","using element [Precip. Weighing]","0.4","AGGREGATED","using element [Precip. Weighing]","18.1","AGGREGATED","100.0","202.9","COMPUTED","1.6","COMPUTED","","-4.3","COMPUTED","","7.6","COMPUTED","","1,492.0","COMPUTED","100.0","COMPUTED","","0.5","COMPUTED","solar-ACT, 2m wind, Avg.","1,466.3","COMPUTED"
"Fincastle IMCIN","06-November-2018","-10.2","ACTUAL","100.0","-5.6","ACTUAL","100.0","-8.1","AGGREGATED","100.0","82.4","AGGREGATED","100.0","113.8","AGGREGATED","using element [Precip. Weighing]","0.2","AGGREGATED","using element [Precip. Weighing]","7.0","AGGREGATED","100.0","203.3","COMPUTED","1.0","COMPUTED","","-5.1","COMPUTED","","7.1","COMPUTED","","1,492.8","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","1,466.3","COMPUTED"
"Fincastle IMCIN","07-November-2018","-14.9","ACTUAL","100.0","-5.0","ACTUAL","100.0","-9.3","AGGREGATED","100.0","89.3","AGGREGATED","100.0","116.2","AGGREGATED","using element [Precip. Weighing]","2.4","AGGREGATED","using element [Precip. Weighing]","7.8","AGGREGATED","100.0","203.8","COMPUTED","1.1","COMPUTED","","-4.9","COMPUTED","","7.1","COMPUTED","","1,493.7","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,466.3","COMPUTED"
"Fincastle IMCIN","08-November-2018","-14.7","ACTUAL","100.0","-5.7","ACTUAL","100.0","-10.9","AGGREGATED","100.0","82.1","AGGREGATED","100.0","116.2","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","11.5","AGGREGATED","100.0","204.3","COMPUTED","1.0","COMPUTED","","-4.9","COMPUTED","","6.9","COMPUTED","","1,494.4","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,466.3","COMPUTED"
"Fincastle IMCIN","09-November-2018","-12.8","ACTUAL","100.0","6.1","ACTUAL","100.0","-2.7","AGGREGATED","100.0","79.0","AGGREGATED","100.0","116.7","AGGREGATED","using element [Precip. Weighing]","0.5","AGGREGATED","using element [Precip. Weighing]","22.7","AGGREGATED","100.0","205.2","COMPUTED","0.2","COMPUTED","","-5.7","COMPUTED","","6.0","COMPUTED","","1,495.2","COMPUTED","100.0","COMPUTED","","0.9","COMPUTED","solar-ACT, 2m wind, Avg.","1,466.3","COMPUTED"
"Fincastle IMCIN","10-November-2018","-1.2","ACTUAL","100.0","3.1","ACTUAL","100.0","0.8","AGGREGATED","100.0","85.4","AGGREGATED","100.0","117.6","AGGREGATED","using element [Precip. Weighing]","0.9","AGGREGATED","using element [Precip. Weighing]","18.0","AGGREGATED","100.0","205.9","COMPUTED","-0.7","COMPUTED","","-6.4","COMPUTED","","4.9","COMPUTED","","1,496.0","COMPUTED","100.0","COMPUTED","","0.5","COMPUTED","solar-ACT, 2m wind, Avg.","1,466.3","COMPUTED"
"Fincastle IMCIN","11-November-2018","-9.9","ACTUAL","100.0","-0.2","ACTUAL","100.0","-3.4","AGGREGATED","100.0","90.7","AGGREGATED","100.0","119.3","AGGREGATED","using element [Precip. Weighing]","1.7","AGGREGATED","using element [Precip. Weighing]","9.6","AGGREGATED","100.0","206.2","COMPUTED","-0.8","COMPUTED","","-7.2","COMPUTED","","5.6","COMPUTED","","1,496.6","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,466.3","COMPUTED"
"Fincastle IMCIN","12-November-2018","-10.5","ACTUAL","100.0","5.0","ACTUAL","100.0","-1.6","AGGREGATED","100.0","78.9","AGGREGATED","100.0","119.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","13.5","AGGREGATED","100.0","206.9","COMPUTED","0.2","COMPUTED","","-6.0","COMPUTED","","6.3","COMPUTED","","1,497.3","COMPUTED","100.0","COMPUTED","","0.4","COMPUTED","solar-ACT, 2m wind, Avg.","1,466.3","COMPUTED"
"Fincastle IMCIN","13-November-2018","0.0","ACTUAL","100.0","11.6","ACTUAL","100.0","6.1","AGGREGATED","100.0","49.8","AGGREGATED","100.0","119.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","26.8","AGGREGATED","100.0","207.1","COMPUTED","0.5","COMPUTED","","-5.5","COMPUTED","","6.6","COMPUTED","","1,497.7","COMPUTED","100.0","COMPUTED","","2.0","COMPUTED","solar-ACT, 2m wind, Avg.","1,467.1","COMPUTED"
"Fincastle IMCIN","14-November-2018","4.4","ACTUAL","100.0","11.1","ACTUAL","100.0","8.2","AGGREGATED","100.0","42.7","AGGREGATED","100.0","119.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","33.8","AGGREGATED","100.0","207.6","COMPUTED","0.0","COMPUTED","","-6.1","COMPUTED","","6.1","COMPUTED","","1,498.1","COMPUTED","100.0","COMPUTED","","2.9","COMPUTED","solar-ACT, 2m wind, Avg.","1,469.8","COMPUTED"
"Fincastle IMCIN","15-November-2018","-0.7","ACTUAL","100.0","11.2","ACTUAL","100.0","5.5","AGGREGATED","100.0","60.4","AGGREGATED","100.0","119.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","16.9","AGGREGATED","100.0","207.9","COMPUTED","0.7","COMPUTED","","-5.2","COMPUTED","","6.5","COMPUTED","","1,498.6","COMPUTED","100.0","COMPUTED","","1.2","COMPUTED","solar-ACT, 2m wind, Avg.","1,470.1","COMPUTED"
"Fincastle IMCIN","16-November-2018","-13.4","ACTUAL","100.0","8.3","ACTUAL","100.0","-5.1","AGGREGATED","100.0","86.0","AGGREGATED","100.0","122.5","AGGREGATED","using element [Precip. Weighing]","3.2","AGGREGATED","using element [Precip. Weighing]","19.1","AGGREGATED","100.0","208.8","COMPUTED","0.1","COMPUTED","","-5.6","COMPUTED","","5.7","COMPUTED","","1,498.6","COMPUTED","100.0","COMPUTED","","1.1","COMPUTED","solar-ACT, 2m wind, Avg.","1,470.1","COMPUTED"
