"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Min. Source Flag","Air Temp. Min. Record Completeness (%)","Air Temp. Max. (°C)","Air Temp. Max. Source Flag","Air Temp. Max. Record Completeness (%)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Humidity Avg. (%)","Humidity Avg. Source Flag","Humidity Avg. Record Completeness (%)","Precip. Accumulated (mm)","Precip. Accumulated Source Flag","Precip. Accumulated Comment","Precip. (mm)","Precip. Source Flag","Precip. Comment","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)","Precip. Long Term (mm)","Precip. Long Term Source Flag","Air Temp. Avg. Long Term (°C)","Air Temp. Avg. Long Term Source Flag","Air Temp. Avg. Long Term Record Completeness (%)","Air Temp. Avg. Min. Long Term (°C)","Air Temp. Avg. Min. Long Term Source Flag","Air Temp. Avg. Min. Long Term Record Completeness (%)","Air Temp. Avg. Max. Long Term (°C)","Air Temp. Avg. Max. Long Term Source Flag","Air Temp. Avg. Max. Long Term Record Completeness (%)","Growing Degree Days Long Term (base 5°C) (GDD)","Growing Degree Days Long Term (base 5°C) Source Flag","Frost Probability 0°C (%)","Frost Probability 0°C Source Flag","Frost Probability 0°C Record Completeness (%)","ET. Std-Grass (mm)","ET. Std-Grass Source Flag","ET. Std-Grass Comment","Growing Degree Days (base 5°C) (GDD)","Growing Degree Days (base 5°C) Source Flag"
"Fincastle IMCIN","17-January-2019","-13.1","ACTUAL","100.0","-9.0","ACTUAL","100.0","-11.7","AGGREGATED","100.0","92.1","AGGREGATED","100.0","140.9","AGGREGATED","using element [Precip. Weighing]","4.2","AGGREGATED","using element [Precip. Weighing]","9.3","AGGREGATED","100.0","248.9","COMPUTED","-7.0","COMPUTED","","-12.6","COMPUTED","","-1.4","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.0","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","18-January-2019","-17.6","ACTUAL","100.0","-10.6","ACTUAL","100.0","-13.3","AGGREGATED","100.0","87.4","AGGREGATED","100.0","142.3","AGGREGATED","using element [Precip. Weighing]","1.4","AGGREGATED","using element [Precip. Weighing]","13.1","AGGREGATED","100.0","249.5","COMPUTED","-6.5","COMPUTED","","-12.5","COMPUTED","","-0.6","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.0","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","19-January-2019","-19.2","ACTUAL","100.0","5.5","ACTUAL","100.0","-8.0","AGGREGATED","100.0","77.4","AGGREGATED","100.0","142.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","13.4","AGGREGATED","100.0","249.8","COMPUTED","-6.0","COMPUTED","","-11.7","COMPUTED","","-0.3","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.6","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","20-January-2019","-8.6","ACTUAL","100.0","2.4","ACTUAL","100.0","-2.5","AGGREGATED","100.0","76.0","AGGREGATED","100.0","142.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","10.9","AGGREGATED","100.0","250.6","COMPUTED","-6.1","COMPUTED","","-11.8","COMPUTED","","-0.5","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","21-January-2019","-13.5","ACTUAL","100.0","0.6","ACTUAL","100.0","-6.9","AGGREGATED","100.0","83.2","AGGREGATED","100.0","142.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","8.3","AGGREGATED","100.0","251.2","COMPUTED","-6.3","COMPUTED","","-11.9","COMPUTED","","-0.7","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","22-January-2019","-13.5","ACTUAL","100.0","3.7","ACTUAL","100.0","-2.5","AGGREGATED","100.0","67.7","AGGREGATED","100.0","142.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","27.6","AGGREGATED","100.0","251.5","COMPUTED","-6.6","COMPUTED","","-11.8","COMPUTED","","-1.3","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.8","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","23-January-2019","-24.4","ACTUAL","100.0","-0.2","ACTUAL","100.0","-7.7","AGGREGATED","100.0","83.7","AGGREGATED","100.0","144.8","AGGREGATED","using element [Precip. Weighing]","2.5","AGGREGATED","using element [Precip. Weighing]","15.9","AGGREGATED","100.0","252.2","COMPUTED","-6.2","COMPUTED","","-11.7","COMPUTED","","-0.6","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.4","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","24-January-2019","-25.8","ACTUAL","100.0","0.1","ACTUAL","100.0","-10.8","AGGREGATED","100.0","81.1","AGGREGATED","100.0","144.8","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","11.6","AGGREGATED","100.0","253.5","COMPUTED","-6.6","COMPUTED","","-12.0","COMPUTED","","-1.1","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.3","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","25-January-2019","-9.2","ACTUAL","100.0","2.6","ACTUAL","100.0","-2.4","AGGREGATED","100.0","79.4","AGGREGATED","100.0","144.8","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","13.5","AGGREGATED","100.0","254.0","COMPUTED","-6.8","COMPUTED","","-12.3","COMPUTED","","-1.3","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.3","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","26-January-2019","-1.2","ACTUAL","100.0","7.7","ACTUAL","100.0","3.5","AGGREGATED","100.0","69.0","AGGREGATED","100.0","144.8","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","18.3","AGGREGATED","100.0","254.5","COMPUTED","-7.4","COMPUTED","","-13.4","COMPUTED","","-1.5","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.9","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","27-January-2019","-3.0","ACTUAL","100.0","10.0","ACTUAL","100.0","3.7","AGGREGATED","100.0","67.9","AGGREGATED","100.0","145.2","AGGREGATED","using element [Precip. Weighing]","0.4","AGGREGATED","using element [Precip. Weighing]","29.7","AGGREGATED","100.0","255.2","COMPUTED","-7.7","COMPUTED","","-13.8","COMPUTED","","-1.5","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","1.6","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","28-January-2019","-10.4","ACTUAL","100.0","-0.0","ACTUAL","100.0","-3.9","AGGREGATED","100.0","68.5","AGGREGATED","100.0","145.2","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","16.2","AGGREGATED","100.0","255.5","COMPUTED","-7.7","COMPUTED","","-13.6","COMPUTED","","-1.8","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.5","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","29-January-2019","-13.3","ACTUAL","100.0","-1.1","ACTUAL","100.0","-8.1","AGGREGATED","100.0","79.8","AGGREGATED","100.0","145.3","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","10.8","AGGREGATED","100.0","256.1","COMPUTED","-7.8","COMPUTED","","-13.5","COMPUTED","","-2.2","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","30-January-2019","-11.0","ACTUAL","100.0","5.3","ACTUAL","100.0","-2.7","AGGREGATED","100.0","74.3","AGGREGATED","100.0","145.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.6","AGGREGATED","100.0","256.8","COMPUTED","-7.6","COMPUTED","","-13.3","COMPUTED","","-1.8","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.5","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","31-January-2019","-3.6","ACTUAL","100.0","9.2","ACTUAL","100.0","4.0","AGGREGATED","100.0","62.2","AGGREGATED","100.0","145.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","17.5","AGGREGATED","100.0","257.3","COMPUTED","-8.1","COMPUTED","","-14.1","COMPUTED","","-2.1","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","1.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","01-February-2019","-13.1","ACTUAL","100.0","7.8","ACTUAL","100.0","-6.1","AGGREGATED","100.0","82.5","AGGREGATED","100.0","145.4","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","16.2","AGGREGATED","100.0","257.7","COMPUTED","-8.3","COMPUTED","","-14.7","COMPUTED","","-1.9","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","1.0","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","02-February-2019","-19.5","ACTUAL","100.0","-12.4","ACTUAL","100.0","-15.8","AGGREGATED","100.0","81.6","AGGREGATED","100.0","145.5","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","19.1","AGGREGATED","100.0","257.8","COMPUTED","-7.4","COMPUTED","","-13.7","COMPUTED","","-1.0","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","03-February-2019","-24.7","ACTUAL","100.0","-19.4","ACTUAL","100.0","-22.5","AGGREGATED","100.0","70.3","AGGREGATED","100.0","148.5","AGGREGATED","using element [Precip. Weighing]","3.0","AGGREGATED","using element [Precip. Weighing]","17.4","AGGREGATED","100.0","258.2","COMPUTED","-6.6","COMPUTED","","-12.7","COMPUTED","","-0.4","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","04-February-2019","-31.2","ACTUAL","100.0","-21.7","ACTUAL","100.0","-24.9","AGGREGATED","100.0","72.6","AGGREGATED","100.0","149.7","AGGREGATED","using element [Precip. Weighing]","1.2","AGGREGATED","using element [Precip. Weighing]","5.2","AGGREGATED","100.0","258.7","COMPUTED","-5.8","COMPUTED","","-12.1","COMPUTED","","0.4","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","05-February-2019","-27.5","ACTUAL","100.0","-20.0","ACTUAL","100.0","-23.1","AGGREGATED","100.0","70.8","AGGREGATED","100.0","149.7","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","6.7","AGGREGATED","100.0","259.3","COMPUTED","-5.8","COMPUTED","","-12.0","COMPUTED","","0.3","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","06-February-2019","-31.8","ACTUAL","100.0","-20.1","ACTUAL","100.0","-24.7","AGGREGATED","100.0","72.4","AGGREGATED","100.0","149.7","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","6.4","AGGREGATED","100.0","259.6","COMPUTED","-6.1","COMPUTED","","-12.5","COMPUTED","","0.2","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","07-February-2019","-34.0","ACTUAL","100.0","-18.1","ACTUAL","100.0","-26.7","AGGREGATED","100.0","70.9","AGGREGATED","100.0","149.7","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.7","AGGREGATED","100.0","260.2","COMPUTED","-5.9","COMPUTED","","-11.7","COMPUTED","","-0.2","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","08-February-2019","-25.6","ACTUAL","100.0","-16.7","ACTUAL","100.0","-20.6","AGGREGATED","100.0","77.4","AGGREGATED","100.0","151.8","AGGREGATED","using element [Precip. Weighing]","2.1","AGGREGATED","using element [Precip. Weighing]","14.2","AGGREGATED","100.0","261.0","COMPUTED","-6.4","COMPUTED","","-12.7","COMPUTED","","-0.1","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","09-February-2019","-25.6","ACTUAL","100.0","-21.8","ACTUAL","100.0","-24.2","AGGREGATED","100.0","74.2","AGGREGATED","100.0","153.5","AGGREGATED","using element [Precip. Weighing]","1.7","AGGREGATED","using element [Precip. Weighing]","11.4","AGGREGATED","100.0","261.6","COMPUTED","-6.9","COMPUTED","","-12.7","COMPUTED","","-1.2","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","10-February-2019","-29.7","ACTUAL","100.0","-20.9","ACTUAL","100.0","-24.2","AGGREGATED","100.0","73.3","AGGREGATED","100.0","154.3","AGGREGATED","using element [Precip. Weighing]","0.8","AGGREGATED","using element [Precip. Weighing]","7.1","AGGREGATED","100.0","262.2","COMPUTED","-6.7","COMPUTED","","-12.6","COMPUTED","","-0.9","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","11-February-2019","-31.1","ACTUAL","100.0","-18.9","ACTUAL","100.0","-24.6","AGGREGATED","100.0","72.2","AGGREGATED","100.0","154.5","AGGREGATED","using element [Precip. Weighing]","0.2","AGGREGATED","using element [Precip. Weighing]","5.8","AGGREGATED","100.0","262.6","COMPUTED","-5.9","COMPUTED","","-12.4","COMPUTED","","0.6","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","12-February-2019","-31.2","ACTUAL","100.0","-17.8","ACTUAL","100.0","-21.9","AGGREGATED","100.0","75.0","AGGREGATED","100.0","155.2","AGGREGATED","using element [Precip. Weighing]","0.7","AGGREGATED","using element [Precip. Weighing]","6.4","AGGREGATED","100.0","263.1","COMPUTED","-5.1","COMPUTED","","-10.8","COMPUTED","","0.7","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","13-February-2019","-30.0","ACTUAL","100.0","-17.0","ACTUAL","100.0","-20.8","AGGREGATED","100.0","78.0","AGGREGATED","100.0","156.3","AGGREGATED","using element [Precip. Weighing]","1.1","AGGREGATED","using element [Precip. Weighing]","5.3","AGGREGATED","100.0","264.0","COMPUTED","-4.9","COMPUTED","","-10.1","COMPUTED","","0.2","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","14-February-2019","-31.2","ACTUAL","100.0","-15.7","ACTUAL","100.0","-23.5","AGGREGATED","100.0","73.9","AGGREGATED","100.0","156.3","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","12.4","AGGREGATED","100.0","264.3","COMPUTED","-6.8","COMPUTED","","-12.5","COMPUTED","","-1.1","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","15-February-2019","-19.0","ACTUAL","100.0","-12.2","ACTUAL","100.0","-17.1","AGGREGATED","100.0","81.4","AGGREGATED","100.0","162.0","AGGREGATED","using element [Precip. Weighing]","5.7","AGGREGATED","using element [Precip. Weighing]","15.1","AGGREGATED","100.0","264.6","COMPUTED","-5.5","COMPUTED","","-12.0","COMPUTED","","1.0","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","16-February-2019","-19.1","ACTUAL","100.0","-16.0","ACTUAL","100.0","-17.3","AGGREGATED","100.0","80.0","AGGREGATED","100.0","163.3","AGGREGATED","using element [Precip. Weighing]","1.3","AGGREGATED","using element [Precip. Weighing]","17.9","AGGREGATED","100.0","265.1","COMPUTED","-5.4","COMPUTED","","-11.3","COMPUTED","","0.4","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","17-February-2019","-29.6","ACTUAL","100.0","-15.1","ACTUAL","100.0","-20.4","AGGREGATED","100.0","78.7","AGGREGATED","100.0","163.5","AGGREGATED","using element [Precip. Weighing]","0.2","AGGREGATED","using element [Precip. Weighing]","13.8","AGGREGATED","100.0","265.5","COMPUTED","-5.4","COMPUTED","","-11.2","COMPUTED","","0.4","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","18-February-2019","-33.1","ACTUAL","100.0","-15.4","ACTUAL","100.0","-25.0","AGGREGATED","100.0","73.3","AGGREGATED","100.0","163.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","13.1","AGGREGATED","100.0","265.8","COMPUTED","-4.8","COMPUTED","","-11.4","COMPUTED","","1.9","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","19-February-2019","-21.7","ACTUAL","100.0","-2.2","ACTUAL","100.0","-14.0","AGGREGATED","100.0","74.0","AGGREGATED","100.0","163.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","18.6","AGGREGATED","100.0","266.4","COMPUTED","-4.1","COMPUTED","","-10.0","COMPUTED","","1.8","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.5","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","20-February-2019","-24.1","ACTUAL","100.0","-3.2","ACTUAL","100.0","-10.4","AGGREGATED","100.0","88.8","AGGREGATED","100.0","165.6","AGGREGATED","using element [Precip. Weighing]","2.1","AGGREGATED","using element [Precip. Weighing]","12.2","AGGREGATED","100.0","266.8","COMPUTED","-4.3","COMPUTED","","-10.3","COMPUTED","","1.7","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","21-February-2019","-20.6","ACTUAL","100.0","-8.9","ACTUAL","100.0","-14.7","AGGREGATED","100.0","78.7","AGGREGATED","100.0","165.7","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","17.3","AGGREGATED","100.0","267.3","COMPUTED","-4.0","COMPUTED","","-10.3","COMPUTED","","2.4","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","22-February-2019","-17.8","ACTUAL","100.0","0.3","ACTUAL","100.0","-8.5","AGGREGATED","100.0","70.5","AGGREGATED","100.0","165.7","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","19.7","AGGREGATED","100.0","268.0","COMPUTED","-4.5","COMPUTED","","-10.3","COMPUTED","","1.3","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.6","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","23-February-2019","-21.8","ACTUAL","100.0","-9.7","ACTUAL","100.0","-14.7","AGGREGATED","100.0","81.1","AGGREGATED","100.0","167.8","AGGREGATED","using element [Precip. Weighing]","2.1","AGGREGATED","using element [Precip. Weighing]","16.8","AGGREGATED","100.0","268.9","COMPUTED","-4.7","COMPUTED","","-10.4","COMPUTED","","1.1","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","24-February-2019","-32.3","ACTUAL","100.0","-16.3","ACTUAL","100.0","-22.6","AGGREGATED","100.0","77.3","AGGREGATED","100.0","167.9","AGGREGATED","using element [Precip. Weighing]","0.1","AGGREGATED","using element [Precip. Weighing]","7.1","AGGREGATED","100.0","269.8","COMPUTED","-4.6","COMPUTED","","-10.9","COMPUTED","","1.7","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","25-February-2019","-33.4","ACTUAL","100.0","-21.8","ACTUAL","100.0","-27.6","AGGREGATED","100.0","75.7","AGGREGATED","100.0","169.9","AGGREGATED","using element [Precip. Weighing]","2.0","AGGREGATED","using element [Precip. Weighing]","5.3","AGGREGATED","100.0","270.2","COMPUTED","-4.7","COMPUTED","","-10.8","COMPUTED","","1.4","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","26-February-2019","-27.7","ACTUAL","100.0","-17.2","ACTUAL","100.0","-22.2","AGGREGATED","100.0","75.5","AGGREGATED","100.0","170.7","AGGREGATED","using element [Precip. Weighing]","0.8","AGGREGATED","using element [Precip. Weighing]","10.3","AGGREGATED","100.0","270.8","COMPUTED","-4.7","COMPUTED","","-10.6","COMPUTED","","1.3","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","27-February-2019","-29.1","ACTUAL","100.0","-7.1","ACTUAL","100.0","-16.9","AGGREGATED","100.0","66.0","AGGREGATED","100.0","170.7","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","11.5","AGGREGATED","100.0","271.3","COMPUTED","-4.7","COMPUTED","","-11.0","COMPUTED","","1.6","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.3","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","28-February-2019","-14.7","ACTUAL","100.0","-3.9","ACTUAL","100.0","-8.4","AGGREGATED","100.0","75.0","AGGREGATED","100.0","170.7","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","11.2","AGGREGATED","100.0","271.6","COMPUTED","-5.1","COMPUTED","","-11.2","COMPUTED","","1.1","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.3","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","01-March-2019","-29.0","ACTUAL","100.0","-7.2","ACTUAL","100.0","-16.8","AGGREGATED","100.0","80.7","AGGREGATED","100.0","172.5","AGGREGATED","using element [Precip. Weighing]","1.8","AGGREGATED","using element [Precip. Weighing]","17.5","AGGREGATED","100.0","272.6","COMPUTED","-5.3","COMPUTED","","-11.0","COMPUTED","","0.3","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.3","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","02-March-2019","-38.5","ACTUAL","100.0","-21.0","ACTUAL","100.0","-29.3","AGGREGATED","100.0","69.3","AGGREGATED","100.0","172.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","7.5","AGGREGATED","100.0","273.5","COMPUTED","-5.4","COMPUTED","","-11.4","COMPUTED","","0.5","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.1","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","03-March-2019","-30.8","ACTUAL","100.0","-15.7","ACTUAL","100.0","-24.6","AGGREGATED","100.0","66.4","AGGREGATED","100.0","172.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","14.3","AGGREGATED","100.0","274.1","COMPUTED","-5.2","COMPUTED","","-11.8","COMPUTED","","1.4","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","04-March-2019","-29.4","ACTUAL","100.0","-10.8","ACTUAL","100.0","-20.1","AGGREGATED","100.0","64.6","AGGREGATED","100.0","172.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","14.2","AGGREGATED","100.0","274.6","COMPUTED","-5.3","COMPUTED","","-11.7","COMPUTED","","1.2","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.3","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","05-March-2019","-25.4","ACTUAL","100.0","-8.0","ACTUAL","100.0","-17.0","AGGREGATED","100.0","64.5","AGGREGATED","100.0","172.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","8.4","AGGREGATED","100.0","275.1","COMPUTED","-4.4","COMPUTED","","-11.2","COMPUTED","","2.5","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.3","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","06-March-2019","-25.9","ACTUAL","100.0","-10.7","ACTUAL","100.0","-18.0","AGGREGATED","100.0","79.2","AGGREGATED","100.0","172.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","9.8","AGGREGATED","100.0","275.4","COMPUTED","-4.6","COMPUTED","","-10.8","COMPUTED","","1.6","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.2","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
"Fincastle IMCIN","07-March-2019","-16.2","ACTUAL","100.0","1.7","ACTUAL","100.0","-8.7","AGGREGATED","100.0","75.5","AGGREGATED","100.0","172.5","AGGREGATED","using element [Precip. Weighing]","0.0","AGGREGATED","using element [Precip. Weighing]","22.6","AGGREGATED","100.0","275.5","COMPUTED","-3.4","COMPUTED","","-9.8","COMPUTED","","2.9","COMPUTED","","0.9","COMPUTED","100.0","COMPUTED","","0.8","COMPUTED","solar-ACT, 2m wind, Avg.","0.9","COMPUTED"
